estimated_resident_population_persons_30_june_34_years_pc, overseas_born_population_census_born_southern_eastern_europe_pc, estimated_resident_population_females_30_june_70_74_years_pc, estimated_resident_population_persons_30_june_20_24_years_pc, estimated_resident_population_persons_30_june_60_64_years_num, estimated_resident_population_females_30_june_50_54_years_num, estmd_rsdnt_pltn_smry_stc_30_jne_wrkng_age_agd_15_64_yrs_nm, estimated_resident_population_persons_30_june_65_69_years_pc, estimated_resident_population_females_30_june_40_44_years_pc, estimated_resident_population_females_30_june_34_years_pc, estimated_resident_population_males_30_june_40_44_years_pc, estimated_resident_population_females_30_june_55_59_years_num, estimated_resident_population_males_30_june_males_85_pc, population_density_as_at_30_june_population_density_personskm2, estimated_resident_population_males_30_june_60_64_years_num, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_fmls_ttl_nm, estimated_resident_population_persons_30_june_20_24_years_num, overseas_born_population_census_born_in_south_east_asia_pc, estimated_resident_population_males_30_june_65_69_years_pc, estimated_resident_population_males_30_june_15_19_years_num, estimated_resident_population_males_30_june_50_54_years_num, estimated_resident_population_females_30_june_25_29_years_pc, estimated_resident_population_males_30_june_males_5_9_years_pc, estmd_rsdnt_pltn_smry_stc_30_jne_wrkng_age_agd_15_64_yrs_pc, estimated_resident_population_persons_30_june_5_9_years_pc, estimated_resident_population_females_30_june_females_85_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_prsns_ttl_nm, estimated_resident_population_males_30_june_10_14_years_num, estimated_resident_population_females_30_june_65_69_years_num, religious_affiliation_census_other_religions_pc, estimated_resident_population_persons_30_june_55_59_years_num, estimated_resident_population_males_30_june_15_19_years_pc, estimated_resident_population_females_30_june_40_44_years_num, estimated_resident_population_persons_30_june_0_4_years_num, estimated_resident_population_persons_30_june_34_years_num, estimated_resident_population_females_30_june_20_24_years_pc, estimated_resident_population_persons_30_june_80_84_years_pc, estimated_resident_population_females_30_june_15_19_years_num, estimated_resident_population_males_30_june_males_0_4_years_num, estimated_resident_population_females_30_june_0_4_years_pc, australian_citizenship_census_australian_citizenship_stated_pc, brths_dths_yr_endd_31_dcmbr_and_stndrdsd_dth_rte_pr_1000_ppltn, estimated_resident_population_males_30_june_males_5_9_years_num, speaks_language_english_home_census_a_other_than_at_pc, estimated_resident_population_persons_30_june_50_54_years_pc, estimated_resident_population_females_30_june_10_14_years_pc, estimated_resident_population_females_30_june_75_79_years_pc, estimated_resident_population_persons_30_june_70_74_years_num, estimated_resident_population_females_30_june_females_85_num, estimated_resident_population_females_30_june_25_29_years_num, estimated_resident_population_females_30_june_65_69_years_pc, estimated_resident_population_males_30_june_80_84_years_num, religious_affiliation_census_buddhism_pc, estimated_resident_population_males_30_june_20_24_years_num, internal_overseas_migration_30_june_internal_arrivals_num, estimated_resident_population_males_30_june_20_24_years_pc, estimated_resident_population_females_30_june_20_24_years_num, estimated_resident_population_persons_30_june_10_14_years_num, estimated_resident_population_males_30_june_80_84_years_pc, religious_affiliation_census_no_religion_secular_beliefs_pc, estimated_resident_population_males_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_35_39_years_num, religious_affiliation_census_inadequately_described_stated_pc, estimated_resident_population_persons_30_june_5_9_years_num, estimated_resident_population_females_30_june_75_79_years_num, estimated_resident_population_persons_30_june_persons_85_pc, estimated_resident_population_males_30_june_75_79_years_num, brths_dths_yr_endd_31_dcmbr_and_ttl_frtlty_rte_pr_fmle, estimated_resident_population_males_30_june_35_39_years_pc, estimated_resident_population_males_30_june_35_39_years_num, estimated_resident_population_females_30_june_50_54_years_pc, estimated_resident_population_females_30_june_10_14_years_num, estimated_resident_population_males_30_june_males_0_4_years_pc, estimated_resident_population_persons_30_june_25_29_years_pc, estimated_resident_population_females_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_45_49_years_pc, estimated_resident_population_persons_30_june_25_29_years_num, religious_affiliation_census_christianity_pc, estimated_resident_population_persons_30_june_40_44_years_num, australian_citizenship_census_not_an_australian_citizen_pc, overseas_born_population_census_total_born_overseas_pc, internal_overseas_migration_30_june_internal_departures_num, estimated_resident_population_females_30_june_70_74_years_num, estimated_resident_population_persons_30_june_15_19_years_pc, estimated_resident_population_persons_30_june_55_59_years_pc, overseas_born_population_census_north_africa_middle_east_pc, religious_affiliation_census_hinduism_pc, estimated_resident_population_persons_30_june_80_84_years_num, estimated_resident_population_males_30_june_34_years_pc, overseas_born_population_census_born_in_north_east_asia_pc, internal_overseas_migration_30_june_net_internal_migration_num, estimated_resident_population_persons_30_june_0_4_years_pc, internal_overseas_migration_30_june_overseas_arrivals_num, religious_affiliation_census_islam_pc, estimated_resident_population_males_30_june_25_29_years_num, estimated_resident_population_males_30_june_70_74_years_num, estimated_resident_population_persons_30_june_15_19_years_num, estimated_resident_population_persons_30_june_70_74_years_pc, estimated_resident_population_females_30_june_80_84_years_num, estimated_resident_population_males_30_june_34_years_num, estimated_resident_population_males_30_june_70_74_years_pc, estimated_resident_population_persons_30_june_40_44_years_pc, estimated_resident_population_females_30_june_5_9_years_pc, overseas_born_population_census_born_in_americas_pc, estimated_resident_population_persons_30_june_50_54_years_num, overseas_born_population_census_born_southern_central_asia_pc, aboriginal_torres_strait_islander_peoples_census_and_pc, estimated_resident_population_males_30_june_65_69_years_num, religious_affiliation_census_judaism_pc, estimated_resident_population_females_30_june_35_39_years_num, estimated_resident_population_males_30_june_40_44_years_num, estimated_resident_population_males_30_june_45_49_years_pc, estimated_resident_population_males_30_june_55_59_years_pc, sa3_name_2016, estimated_resident_population_persons_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_persons_85_num, australian_citizenship_census_australian_citizen_pc, estimated_resident_population_females_30_june_15_19_years_pc, estimated_resident_population_males_30_june_10_14_years_pc, estimated_resident_population_females_30_june_80_84_years_pc, estimated_resident_population_males_30_june_50_54_years_pc, estimated_resident_population_females_30_june_45_49_years_pc, estimated_resident_population_persons_30_june_35_39_years_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mls_ttl_nm, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_fmls_yrs, overseas_born_population_census_born_in_north_west_europe_pc, estimated_resident_population_females_30_june_35_39_years_pc, estimated_resident_population_females_30_june_55_59_years_pc, estimated_resident_population_females_30_june_45_49_years_num, internal_overseas_migration_30_june_net_overseas_migration_num, ovrss_brn_ppltn_cnss_ocna_antrctca_excldng_astrla_pc, estimated_resident_population_males_30_june_males_85_num, estimated_resident_population_males_30_june_25_29_years_pc, internal_overseas_migration_30_june_overseas_departures_num, estimated_resident_population_males_30_june_45_49_years_num, births_deaths_year_ended_31_december_and_num, estimated_resident_population_females_30_june_34_years_num, religious_affiliation_census_other_spiritual_beliefs_pc, estimated_resident_population_males_30_june_75_79_years_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_prsns_yrs, estimated_resident_population_persons_30_june_75_79_years_pc, estimated_resident_population_females_30_june_0_4_years_num, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_mls_yrs, estimated_resident_population_persons_30_june_65_69_years_num, brths_dths_yr_endd_31_dcmbr_and_nm, estimated_resident_population_females_30_june_60_64_years_num, yr, estimated_resident_population_persons_30_june_10_14_years_pc, estimated_resident_population_persons_30_june_75_79_years_num, estimated_resident_population_females_30_june_5_9_years_num, estimated_resident_population_males_30_june_55_59_years_num, estimated_resident_population_persons_30_june_45_49_years_num, overseas_born_population_census_born_in_sub_saharan_africa_pc, sa3_code_2016
8.1,null,3.8,7.6,8013,5188,111539,4.1,6.5,8.4,6.5,4645,2.0,4052.3,3930,84482,12554,null,4.0,4783,4754,8.8,6.4,67.6,6.1,3.3,164929,5153,3502,null,9110,5.9,5489,9228,13417,7.5,2.0,4514,4735,5.3,null,null,5109,null,6.0,5.6,2.5,6034,2775,7412,4.1,1334,null,6247,11861,7.8,6307,9851,1.7,null,4.9,12353,null,10046,2083,2.7,1764,null,7.7,6166,6.1,4698,5.9,8.9,4.8,6.9,14694,null,10751,null,null,12834,3208,5.6,5.5,null,null,3255,7.9,null,-973,5.6,6130,null,7282,2826,9297,3.7,1921,6334,3.5,6.5,5.8,null,9942,null,null,3208,null,6187,5262,6.8,5.6,"Glen Eira",4.9,4419,null,5.3,6.4,2.3,5.9,7.1,7.5,80447,37.1,null,7.3,5.5,5957,2915,null,1644,9.1,3215,5451,null,7083,null,2.2,36.3,2.3,4493,35.5,6710,null,4083,2019,6.0,3847,4937,4465,11408,null,"20802"
6.5,null,4.6,7.6,6307,3489,71097,5.1,5.9,6.4,5.8,3583,1.7,249.2,2974,57469,8488,null,4.9,3503,3159,7.1,7.0,63.6,6.6,2.9,111732,3679,3000,null,6808,6.5,3376,7069,7215,7.3,2.1,3337,3657,5.9,null,null,3786,null,5.9,6.2,3.1,4986,1666,4076,5.2,982,null,4292,6755,7.9,4196,7265,1.8,null,5.5,6935,null,7396,1763,2.3,1575,null,6.1,3324,6.1,3586,6.7,7.4,5.8,6.3,8268,null,6534,null,null,5541,2659,6.1,6.1,null,null,2356,6.5,null,1214,6.3,907,null,4192,2327,6840,4.5,1374,3533,4.3,5.8,6.3,null,6648,null,null,2655,null,3611,3158,6.2,5.9,"Ballarat",5.6,2570,null,5.8,6.8,2.4,5.8,6.5,6.2,54263,38.9,null,6.3,6.2,3716,549,null,904,7.7,358,3338,null,3682,null,2.9,37.4,3.0,3412,35.7,5655,null,3333,2019,6.5,3338,3610,3225,7054,null,"20101"
4.1,null,6.2,4.4,2372,1151,17816,7.7,6.1,4.3,6.0,1296,1.8,8.1,1160,14866,1311,null,8.0,845,1081,3.3,5.9,60.1,5.8,2.7,29625,985,1103,null,2538,5.7,903,1451,1219,3.9,2.3,774,734,4.8,null,null,876,null,7.5,6.4,3.8,1902,394,497,7.4,332,null,734,2448,5.0,577,1943,2.2,null,7.9,1575,null,1725,572,2.2,601,null,4.8,713,7.7,958,5.0,3.4,8.2,7.3,1010,null,1788,null,null,2255,922,5.5,8.6,null,null,673,3.9,null,193,4.9,111,null,513,980,1619,6.4,341,573,6.6,6.0,5.7,null,2232,null,null,1176,null,862,885,7.2,8.4,"Creswick - Daylesford - Ballan",8.0,663,null,5.2,6.7,2.3,7.3,7.3,5.3,14759,48.0,null,5.8,8.7,1092,66,null,269,3.5,45,1060,null,646,null,4.1,47.8,4.0,717,47.6,2279,null,1212,2019,6.6,1173,849,1242,2152,null,"20102"
4.4,null,6.9,4.6,2175,891,15027,8.2,5.3,4.9,5.4,998,2.2,4.2,1127,12714,1203,null,8.4,754,908,3.4,5.4,57.4,5.7,2.9,26195,853,1015,null,2013,5.6,671,1228,1142,4.6,3.1,705,642,4.6,null,null,730,null,6.9,5.8,4.9,1925,367,429,8.0,411,null,618,1976,4.6,585,1590,3.0,null,8.4,1172,null,1481,626,2.5,690,null,4.2,569,7.0,737,4.8,3.8,8.2,6.4,995,null,1405,null,null,1749,874,5.6,7.7,null,null,819,3.8,null,227,4.7,58,null,566,1051,1459,7.3,408,513,7.8,5.4,5.9,null,1799,null,null,1136,null,603,734,6.5,7.5,"Maryborough - Pyrenees",8.3,658,null,5.5,6.3,3.2,6.7,6.2,4.5,13481,49.2,null,4.7,7.8,791,36,null,291,4.2,22,873,null,629,null,5.1,49.3,5.0,586,49.4,2151,null,1048,2019,6.1,1316,751,1015,1664,null,"20103"
6.7,null,4.3,7.2,5671,2990,63689,5.3,5.7,6.7,5.7,3214,1.9,351.3,2609,51940,7297,null,5.1,3313,2692,7.3,7.2,63.1,6.7,2.9,100991,3419,2791,null,6151,6.8,2968,6378,6799,7.2,2.3,3036,3182,6.2,null,null,3552,null,5.6,6.0,3.3,4327,1514,3813,5.4,1062,null,3564,6282,7.3,3733,6534,2.2,null,5.3,6203,null,6812,1723,2.4,1437,null,6.1,2980,5.8,3115,6.5,7.4,5.9,6.2,7493,null,5781,null,null,5337,2245,6.3,6.1,null,null,2348,6.7,null,945,6.3,801,null,3680,2082,6349,4.3,1286,3305,4.2,5.7,6.3,null,5682,null,null,2517,null,3223,2813,6.1,6.0,"Bendigo",5.6,2435,null,5.8,7.0,2.5,5.5,6.3,6.1,49051,38.6,null,6.2,6.2,3277,485,null,921,7.5,316,2986,null,3494,null,2.9,37.2,3.1,3196,35.9,5308,null,3062,2019,6.5,3160,3260,2937,6263,null,"20201"
4.4,null,5.9,4.5,3805,1818,30328,7.4,6.7,4.4,6.2,2038,1.9,12.8,1892,25095,2287,null,7.2,1493,1767,3.5,6.4,60.3,6.2,2.7,50312,1623,1909,null,3938,5.9,1678,2526,2236,4.0,2.4,1351,1284,4.9,null,null,1606,null,7.1,6.2,3.9,3056,682,889,7.6,560,null,1293,3952,5.1,994,3167,2.2,null,7.5,2756,null,3117,984,2.3,1046,null,5.3,1324,7.2,1544,5.1,3.8,7.6,7.4,1888,null,3242,null,null,3405,1486,5.7,7.8,null,null,1193,4.5,null,547,5.0,242,null,999,1570,2844,6.1,633,1138,6.2,6.4,6.0,null,3585,null,null,1817,null,1432,1564,7.4,7.5,"Heathcote - Castlemaine - Kyneton",7.6,1169,null,5.4,6.4,2.5,7.0,7.5,5.5,25217,47.2,null,5.7,8.1,1893,148,null,487,4.0,94,1854,null,1098,null,4.1,46.5,4.0,1242,45.8,3726,null,1913,2019,6.3,2030,1511,1900,3747,null,"20202"
4.0,null,6.2,3.7,991,428,6781,8.1,5.5,4.4,5.5,514,2.5,1.5,536,5682,434,null,8.3,371,451,3.5,6.0,58.4,6.0,3.3,11615,367,445,null,991,6.3,312,564,464,3.5,2.7,377,288,4.9,null,null,354,null,7.6,6.0,3.9,776,185,198,7.8,152,null,236,916,4.0,198,710,2.6,null,9.0,541,null,697,220,2.9,276,null,4.5,268,7.5,343,4.9,3.2,8.0,6.2,377,null,636,null,null,925,351,6.4,8.5,null,null,318,3.6,null,-9,4.9,28,null,179,425,748,6.7,166,212,7.2,5.5,6.0,null,879,null,null,495,null,273,324,6.3,8.0,"Loddon - Elmore",8.5,333,null,6.6,6.2,2.9,7.6,6.1,4.7,5933,49.0,null,4.8,9.0,346,17,null,148,3.0,11,374,null,252,null,4.7,49.5,4.3,276,49.9,940,null,455,2019,6.1,496,343,477,720,null,"20203"
5.6,null,4.2,5.2,1293,691,13138,5.5,7.1,5.9,6.8,702,0.9,8.0,664,10200,1077,null,5.8,733,732,4.9,8.0,63.4,7.6,1.4,20732,842,536,null,1387,7.0,723,1335,1169,4.2,1.3,695,667,6.5,null,null,846,null,6.9,7.7,2.5,881,147,501,5.3,145,null,652,1933,6.2,425,1626,1.4,null,6.3,1372,null,1568,258,1.1,284,null,5.8,615,6.8,784,6.3,4.6,6.2,7.7,951,null,1435,null,null,1528,428,6.9,6.7,null,null,261,5.4,null,405,6.4,53,null,450,453,1428,4.2,116,565,4.3,6.9,7.1,null,1423,null,null,608,null,757,712,7.5,6.5,"Barwon - West",6.2,237,null,6.8,8.0,1.1,7.0,8.0,6.6,10532,39.7,null,7.4,6.9,814,32,null,90,4.3,21,789,null,604,null,2.7,39.5,2.6,668,39.2,1144,null,629,2019,7.8,542,722,685,1603,null,"20301"
7.2,null,4.6,7.6,11249,6230,133754,4.9,5.8,7.1,6.0,6522,1.8,224.3,5398,104913,15606,null,4.6,6406,5955,7.5,6.2,64.9,6.0,3.3,206080,6078,5328,null,12425,6.3,6134,12723,14792,7.3,2.3,6106,6497,5.9,null,null,6254,null,5.9,5.5,3.3,9011,3433,7904,5.1,2128,null,7952,12449,7.9,7654,11809,2.1,null,5.3,13104,null,12284,3500,2.6,2928,null,6.5,6529,5.9,5731,6.4,8.0,5.6,6.4,16421,null,12209,null,null,10866,4780,6.1,6.0,null,null,4756,7.2,null,1583,6.2,2813,null,8517,4231,12512,4.4,2628,7331,4.2,5.9,5.7,null,12185,null,null,4702,null,6575,6075,6.4,5.8,"Geelong",5.5,5285,null,5.8,6.0,2.5,5.9,6.5,6.4,101167,39.0,null,6.3,6.2,6820,1702,null,1852,8.4,1111,6431,null,7461,null,2.9,37.5,3.1,6226,36.1,10030,null,5851,2019,5.7,6428,6030,5903,13251,null,"20302"
5.5,null,5.8,4.6,5936,2603,48814,7.0,6.6,5.7,6.4,2800,2.0,89.6,2782,42458,3853,null,7.0,2371,2288,4.1,7.5,58.6,7.1,2.9,83316,2871,3010,null,5303,5.8,2797,4974,4577,4.1,2.5,2193,2629,5.5,null,null,3072,null,5.9,6.2,3.9,4913,1215,1744,7.1,998,null,2103,7915,5.1,1750,5505,2.4,null,6.8,5246,null,5934,1659,2.4,1525,null,6.0,2443,6.1,2634,6.4,4.2,7.4,6.7,3476,null,5407,null,null,4956,2483,5.5,6.4,null,null,2108,5.2,null,2959,6.0,594,null,1732,2430,4564,5.9,1110,2141,5.9,6.5,6.7,null,4891,null,null,2859,null,2803,2610,6.6,6.1,"Surf Coast - Bellarine Peninsula",7.1,2015,null,5.2,7.0,2.6,5.6,6.7,6.3,40858,44.4,null,6.6,6.6,2860,361,null,800,4.2,233,2701,null,2436,null,3.7,43.3,3.8,2345,42.2,5869,null,3154,2019,6.6,3184,2862,2503,5561,null,"20303"
